uf,municipio,regiao
AL,Novo Lino,Nordeste
AL,Olho D´água Das Flores,Nordeste
AL,Olho D´água do Casado,Nordeste
AL,Olho D´água Grande,Nordeste
AL,Olivença,Nordeste
AL,Ouro Branco,Nordeste
AL,Palestina,Nordeste
AL,Palmeira Dos Índios,Nordeste
AL,Pão de Açúcar,Nordeste
AL,Pariconha,Nordeste
AL,Paripueira,Nordeste
AL,Passo de Camaragibe,Nordeste
AL,Paulo Jacinto,Nordeste
AL,Penedo,Nordeste
AL,Piaçabuçu,Nordeste
AL,Pilar,Nordeste
AL,Pindoba,Nordeste
AL,Piranhas,Nordeste
AL,Poço Das Trincheiras,Nordeste
AL,Porto Calvo,Nordeste
AL,Porto de Pedras,Nordeste
AL,Porto Real do Colégio,Nordeste
AL,Quebrangulo,Nordeste
AL,Rio Largo,Nordeste
AL,Roteiro,Nordeste
AL,Santa Luzia do Norte,Nordeste
AL,Santana do Ipanema,Nordeste
AL,Santana do Mundaú,Nordeste
AL,São Brás,Nordeste
AL,São José da Laje,Nordeste
AL,São José da Tapera,Nordeste
AL,São Luís do Quitunde,Nordeste
AL,São Miguel Dos Campos,Nordeste
AL,São Miguel Dos Milagres,Nordeste
AL,São Sebastião,Nordeste
AL,Satuba,Nordeste
AL,Senador Rui Palmeira,Nordeste
AL,Tanque D´arca,Nordeste
AL,Taquarana,Nordeste
AL,Teotônio Vilela,Nordeste
AL,Traipu,Nordeste
AL,União Dos Palmares,Nordeste
AL,Viçosa,Nordeste
SE,Amparo de São Francisco,Nordeste
SE,Aquidabã,Nordeste
SE,Aracaju,Nordeste
SE,Arauá,Nordeste
SE,Areia Branca,Nordeste
SE,Barra Dos Coqueiros,Nordeste
SE,Boquim,Nordeste
SE,Brejo Grande,Nordeste
SE,Campo do Brito,Nordeste
SE,Canhoba,Nordeste
SE,Canindé de São Francisco,Nordeste
SE,Capela,Nordeste
SE,Carira,Nordeste
SE,Carmópolis,Nordeste
SE,Cedro de São João,Nordeste
SE,Cristinápolis,Nordeste
SE,Cumbe,Nordeste
SE,Divina Pastora,Nordeste
SE,Estância,Nordeste
SE,Feira Nova,Nordeste
SE,Frei Paulo,Nordeste
SE,Gararu,Nordeste
SE,General Maynard,Nordeste
SE,Gracho Cardoso,Nordeste
SE,Ilha Das Flores,Nordeste
SE,Indiaroba,Nordeste
SE,Itabaiana,Nordeste
SE,Itabaianinha,Nordeste
SE,Itabi,Nordeste
SE,Itaporanga D´ajuda,Nordeste
SE,Japaratuba,Nordeste
SE,Japoatã,Nordeste
SE,Lagarto,Nordeste
SE,Laranjeiras,Nordeste
SE,Macambira,Nordeste
SE,Malhada Dos Bois,Nordeste
SE,Malhador,Nordeste
SE,Maruim,Nordeste
SE,Moita Bonita,Nordeste
SE,Monte Alegre de Sergipe,Nordeste
SE,Muribeca,Nordeste
SE,Neópolis,Nordeste
SE,Nossa Senhora Aparecida,Nordeste
SE,Nossa Senhora da Glória,Nordeste
SE,Nossa Senhora Das Dores,Nordeste
SE,Nossa Senhora de Lourdes,Nordeste
SE,Nossa Senhora do Socorro,Nordeste
SE,Pacatuba,Nordeste
SE,Pedra Mole,Nordeste
SE,Pedrinhas,Nordeste
SE,Pinhão,Nordeste
SE,Pirambu,Nordeste
SE,Poço Redondo,Nordeste
SE,Poço Verde,Nordeste
SE,Porto da Folha,Nordeste
SE,Propriá,Nordeste
SE,Riachão do Dantas,Nordeste
SE,Riachuelo,Nordeste
SE,Ribeirópolis,Nordeste
SE,Rosário do Catete,Nordeste
SE,Salgado,Nordeste
SE,Santa Luzia do Itanhy,Nordeste
SE,Santana do São Francisco,Nordeste
SE,Santa Rosa de Lima,Nordeste
SE,Santo Amaro Das Brotas,Nordeste
SE,São Cristóvão,Nordeste
SE,São Domingos,Nordeste
SE,São Francisco,Nordeste
SE,São Miguel do Aleixo,Nordeste
SE,Simão Dias,Nordeste
SE,Siriri,Nordeste
SE,Telha,Nordeste
SE,Tobias Barreto,Nordeste
SE,Tomar do Geru,Nordeste
SE,Umbaúba,Nordeste
BA,Abaíra,Nordeste
BA,Abaré,Nordeste
BA,Acajutiba,Nordeste
BA,Adustina,Nordeste
BA,Água Fria,Nordeste
BA,Érico Cardoso,Nordeste
BA,Aiquara,Nordeste
BA,Alagoinhas,Nordeste
BA,Alcobaça,Nordeste
BA,Almadina,Nordeste
BA,Amargosa,Nordeste
BA,Amélia Rodrigues,Nordeste
BA,América Dourada,Nordeste
BA,Anagé,Nordeste
BA,Andaraí,Nordeste
BA,Andorinha,Nordeste
BA,Angical,Nordeste
BA,Anguera,Nordeste
BA,Antas,Nordeste
BA,Antônio Cardoso,Nordeste
BA,Antônio Gonçalves,Nordeste
BA,Aporá,Nordeste
BA,Apuarema,Nordeste
BA,Aracatu,Nordeste
BA,Araças,Nordeste
BA,Araci,Nordeste
BA,Aramari,Nordeste
BA,Arataca,Nordeste
BA,Aratuípe,Nordeste
BA,Aurelino Leal,Nordeste
BA,Baianópolis,Nordeste
BA,Baixa Grande,Nordeste
BA,Banzaê,Nordeste
BA,Barra,Nordeste
BA,Barra da Estiva,Nordeste
BA,Barra do Choça,Nordeste
BA,Barra do Mendes,Nordeste
BA,Barra do Rocha,Nordeste
BA,Barreiras,Nordeste
BA,Barro Alto,Nordeste
BA,Barrocas,Nordeste
BA,Governador Lomanto Júnior,Nordeste
BA,Belmonte,Nordeste
BA,Belo Campo,Nordeste
BA,Biritinga,Nordeste
BA,Boa Nova,Nordeste
BA,Boa Vista do Tupim,Nordeste
BA,Bom Jesus da Lapa,Nordeste
BA,Bom Jesus da Serra,Nordeste
BA,Boninal,Nordeste
BA,Bonito,Nordeste
BA,Boquira,Nordeste
BA,Botuporã,Nordeste
BA,Brejões,Nordeste
BA,Brejolândia,Nordeste
BA,Brotas de Macaúbas,Nordeste
BA,Brumado,Nordeste
BA,Buerarema,Nordeste
BA,Buritirama,Nordeste
BA,Caatiba,Nordeste
BA,Cabaceiras do Paraguaçu,Nordeste
BA,Cachoeira,Nordeste
BA,Caculé,Nordeste
BA,Caém,Nordeste
BA,Caetanos,Nordeste
BA,Caetité,Nordeste
BA,Cafarnaum,Nordeste
BA,Cairu,Nordeste
BA,Caldeirão Grande,Nordeste
BA,Camacan,Nordeste
BA,Camaçari,Nordeste
BA,Camamu,Nordeste
BA,Campo Alegre de Lourdes,Nordeste
BA,Campo Formoso,Nordeste
BA,Canápolis,Nordeste
BA,Canarana,Nordeste
BA,Canavieiras,Nordeste
BA,Candeal,Nordeste
BA,Candeias,Nordeste
BA,Candiba,Nordeste
BA,Cândido Sales,Nordeste
BA,Cansanção,Nordeste
BA,Canudos,Nordeste
BA,Capela do Alto Alegre,Nordeste
BA,Capim Grosso,Nordeste
BA,Caraíbas,Nordeste
BA,Caravelas,Nordeste
BA,Cardeal da Silva,Nordeste
BA,Carinhanha,Nordeste
BA,Casa Nova,Nordeste
BA,Castro Alves,Nordeste
BA,Catolândia,Nordeste
BA,Catu,Nordeste
BA,Caturama,Nordeste
BA,Central,Nordeste
BA,Chorrochó,Nordeste
BA,Cícero Dantas,Nordeste
BA,Cipó,Nordeste
BA,Coaraci,Nordeste
BA,Cocos,Nordeste
BA,Conceição da Feira,Nordeste
BA,Conceição do Almeida,Nordeste
BA,Conceição do Coité,Nordeste
BA,Conceição do Jacuípe,Nordeste
BA,Conde,Nordeste
BA,Condeúba,Nordeste
BA,Contendas do Sincorá,Nordeste
BA,Coração de Maria,Nordeste
BA,Cordeiros,Nordeste
BA,Coribe,Nordeste
BA,Coronel João sá,Nordeste
BA,Correntina,Nordeste
BA,Cotegipe,Nordeste
BA,Cravolândia,Nordeste
BA,Crisópolis,Nordeste
BA,Cristópolis,Nordeste
BA,Cruz Das Almas,Nordeste
BA,Curaçá,Nordeste
BA,Dário Meira,Nordeste
BA,Dias D´ávila,Nordeste
BA,Dom Basílio,Nordeste
BA,Dom Macedo Costa,Nordeste
BA,Elísio Medrado,Nordeste
BA,Encruzilhada,Nordeste
BA,Entre Rios,Nordeste
BA,Esplanada,Nordeste
BA,Euclides da Cunha,Nordeste
BA,Eunápolis,Nordeste
BA,Fátima,Nordeste
BA,Feira da Mata,Nordeste
BA,Feira de Santana,Nordeste
BA,Filadélfia,Nordeste
BA,Firmino Alves,Nordeste
BA,Floresta Azul,Nordeste
BA,Formosa do Rio Preto,Nordeste
BA,Gandu,Nordeste
BA,Gavião,Nordeste
BA,Gentio do Ouro,Nordeste
BA,Glória,Nordeste
BA,Gongogi,Nordeste
BA,Governador Mangabeira,Nordeste
BA,Guajeru,Nordeste
BA,Guanambi,Nordeste
BA,Guaratinga,Nordeste
BA,Heliópolis,Nordeste
BA,Iaçu,Nordeste
BA,Ibiassucê,Nordeste
BA,Ibicaraí,Nordeste
BA,Ibicoara,Nordeste
BA,Ibicuí,Nordeste
BA,Ibipeba,Nordeste
BA,Ibipitanga,Nordeste
BA,Ibiquera,Nordeste
BA,Ibirapitanga,Nordeste
BA,Ibirapuã,Nordeste
BA,Ibirataia,Nordeste
BA,Ibitiara,Nordeste
BA,Ibititá,Nordeste
BA,Ibotirama,Nordeste
BA,Ichu,Nordeste
BA,Igaporã,Nordeste
BA,Igrapiúna,Nordeste
BA,Iguaí,Nordeste
BA,Ilhéus,Nordeste
BA,Inhambupe,Nordeste
BA,Ipecaetá,Nordeste
BA,Ipiaú,Nordeste
BA,Ipirá,Nordeste
BA,Ipupiara,Nordeste
BA,Irajuba,Nordeste
BA,Iramaia,Nordeste
BA,Iraquara,Nordeste
BA,Irará,Nordeste
BA,Irecê,Nordeste
BA,Itabela,Nordeste
BA,Itaberaba,Nordeste
BA,Itabuna,Nordeste
BA,Itacaré,Nordeste
BA,Itaeté,Nordeste
BA,Itagi,Nordeste
BA,Itagibá,Nordeste
BA,Itagimirim,Nordeste
BA,Itaguaçu da Bahia,Nordeste
BA,Itaju do Colônia,Nordeste
BA,Itajuípe,Nordeste
BA,Itamaraju,Nordeste
BA,Itamari,Nordeste
BA,Itambé,Nordeste
BA,Itanagra,Nordeste
BA,Itanhém,Nordeste
BA,Itaparica,Nordeste
BA,Itapé,Nordeste
BA,Itapebi,Nordeste
BA,Itapetinga,Nordeste
BA,Itapicuru,Nordeste
BA,Itapitanga,Nordeste
BA,Itaquara,Nordeste
BA,Itarantim,Nordeste
BA,Itatim,Nordeste
BA,Itiruçu,Nordeste
BA,Itiúba,Nordeste
BA,Itororó,Nordeste
BA,Ituaçu,Nordeste
BA,Ituberá,Nordeste
BA,Iuiú,Nordeste
BA,Jaborandi,Nordeste
BA,Jacaraci,Nordeste
BA,Jacobina,Nordeste
BA,Jaguaquara,Nordeste
BA,Jaguarari,Nordeste
BA,Jaguaripe,Nordeste
BA,Jandaíra,Nordeste
BA,Jequié,Nordeste
BA,Jeremoabo,Nordeste
BA,Jiquiriçá,Nordeste
BA,Jitaúna,Nordeste
BA,João Dourado,Nordeste
BA,Juazeiro,Nordeste
BA,Jucuruçu,Nordeste
BA,Jussara,Nordeste
BA,Jussari,Nordeste
BA,Jussiape,Nordeste
BA,Lafaiete Coutinho,Nordeste
BA,Lagoa Real,Nordeste
BA,Laje,Nordeste
BA,Lajedão,Nordeste
BA,Lajedinho,Nordeste
BA,Lajedo do Tabocal,Nordeste
BA,Lamarão,Nordeste
BA,Lapão,Nordeste
BA,Lauro de Freitas,Nordeste
BA,Lençóis,Nordeste
BA,Licínio de Almeida,Nordeste
BA,Livramento de Nossa Senhora,Nordeste
BA,Luís Eduardo Magalhães,Nordeste
BA,Macajuba,Nordeste
BA,Macarani,Nordeste
BA,Macaúbas,Nordeste
BA,Macururé,Nordeste
BA,Madre de Deus,Nordeste
BA,Maetinga,Nordeste
BA,Maiquinique,Nordeste
BA,Mairi,Nordeste
BA,Malhada,Nordeste
BA,Malhada de Pedras,Nordeste
BA,Manoel Vitorino,Nordeste
BA,Mansidão,Nordeste
BA,Maracás,Nordeste
BA,Maragogipe,Nordeste
BA,Maraú,Nordeste
BA,Marcionílio Souza,Nordeste
BA,Mascote,Nordeste
BA,Mata de São João,Nordeste
BA,Matina,Nordeste
BA,Medeiros Neto,Nordeste
BA,Miguel Calmon,Nordeste
BA,Milagres,Nordeste
BA,Mirangaba,Nordeste
BA,Mirante,Nordeste
BA,Monte Santo,Nordeste
BA,Morpará,Nordeste
BA,Morro do Chapéu,Nordeste
BA,Mortugaba,Nordeste
BA,Mucugê,Nordeste
BA,Mucuri,Nordeste
BA,Mulungu do Morro,Nordeste
BA,Mundo Novo,Nordeste
BA,Muniz Ferreira,Nordeste
BA,Muquém de São Francisco,Nordeste
BA,Muritiba,Nordeste
BA,Mutuípe,Nordeste
BA,Nazaré,Nordeste
BA,Nilo Peçanha,Nordeste
BA,Nordestina,Nordeste
BA,Nova Canaã,Nordeste
BA,Nova Fátima,Nordeste
BA,Nova Ibiá,Nordeste
BA,Nova Itarana,Nordeste
BA,Nova Redenção,Nordeste
BA,Nova Soure,Nordeste
BA,Nova Viçosa,Nordeste
BA,Novo Horizonte,Nordeste
BA,Novo Triunfo,Nordeste
BA,Olindina,Nordeste
BA,Oliveira Dos Brejinhos,Nordeste
BA,Ouriçangas,Nordeste
BA,Ourolândia,Nordeste
BA,Palmas de Monte Alto,Nordeste
BA,Palmeiras,Nordeste
BA,Paramirim,Nordeste
BA,Paratinga,Nordeste
BA,Paripiranga,Nordeste
BA,Pau Brasil,Nordeste
BA,Paulo Afonso,Nordeste
BA,pé de Serra,Nordeste
BA,Pedrão,Nordeste
BA,Pedro Alexandre,Nordeste
BA,Piatã,Nordeste
BA,Pilão Arcado,Nordeste
BA,Pindaí,Nordeste
BA,Pindobaçu,Nordeste
BA,Pintadas,Nordeste
BA,Piraí do Norte,Nordeste
BA,Piripá,Nordeste
BA,Piritiba,Nordeste
BA,Planaltino,Nordeste
BA,Planalto,Nordeste
BA,Poções,Nordeste
BA,Pojuca,Nordeste
BA,Ponto Novo,Nordeste
BA,Porto Seguro,Nordeste
BA,Potiraguá,Nordeste
BA,Prado,Nordeste
BA,Presidente Dutra,Nordeste
BA,Presidente Jânio Quadros,Nordeste
BA,Presidente Tancredo Neves,Nordeste
BA,Queimadas,Nordeste
BA,Quijingue,Nordeste
BA,Quixabeira,Nordeste
BA,Rafael Jambeiro,Nordeste
BA,Remanso,Nordeste
BA,Retirolândia,Nordeste
BA,Riachão Das Neves,Nordeste
BA,Riachão do Jacuípe,Nordeste
BA,Riacho de Santana,Nordeste
BA,Ribeira do Amparo,Nordeste
BA,Ribeira do Pombal,Nordeste
BA,Ribeirão do Largo,Nordeste
BA,Rio de Contas,Nordeste
BA,Rio do Antônio,Nordeste
BA,Rio do Pires,Nordeste
BA,Rio Real,Nordeste
BA,Rodelas,Nordeste
BA,Ruy Barbosa,Nordeste
BA,Salinas da Margarida,Nordeste
BA,Salvador,Nordeste
BA,Santa Bárbara,Nordeste
BA,Santa Brígida,Nordeste
BA,Santa Cruz Cabrália,Nordeste
BA,Santa Cruz da Vitória,Nordeste
BA,Santa Inês,Nordeste
BA,Santaluz,Nordeste
BA,Santa Luzia,Nordeste
BA,Santa Maria da Vitória,Nordeste
BA,Santana,Nordeste
BA,Santanópolis,Nordeste
BA,Santa Rita de Cássia,Nordeste
BA,Santa Teresinha,Nordeste
BA,Santo Amaro,Nordeste
BA,Santo Antônio de Jesus,Nordeste
BA,Santo Estêvão,Nordeste
BA,São Desidério,Nordeste
BA,São Domingos,Nordeste
BA,São Félix,Nordeste
BA,São Félix do Coribe,Nordeste
BA,São Felipe,Nordeste
BA,São Francisco do Conde,Nordeste
BA,São Gabriel,Nordeste
BA,São Gonçalo Dos Campos,Nordeste
BA,São José da Vitória,Nordeste
BA,São José do Jacuípe,Nordeste
BA,São Miguel Das Matas,Nordeste
BA,São Sebastião do Passé,Nordeste
BA,Sapeaçu,Nordeste
BA,Sátiro Dias,Nordeste
BA,Saubara,Nordeste
BA,Saúde,Nordeste
BA,Seabra,Nordeste
BA,Sebastião Laranjeiras,Nordeste
BA,Senhor do Bonfim,Nordeste
BA,Serra do Ramalho,Nordeste
BA,Sento sé,Nordeste
BA,Serra Dourada,Nordeste
BA,Serra Preta,Nordeste
BA,Serrinha,Nordeste
BA,Serrolândia,Nordeste
BA,Simões Filho,Nordeste
BA,Sítio do Mato,Nordeste
BA,Sítio do Quinto,Nordeste
BA,Sobradinho,Nordeste
BA,Souto Soares,Nordeste
BA,Tabocas do Brejo Velho,Nordeste
BA,Tanhaçu,Nordeste
BA,Tanque Novo,Nordeste
BA,Tanquinho,Nordeste
BA,Taperoá,Nordeste
BA,Tapiramutá,Nordeste
BA,Teixeira de Freitas,Nordeste
BA,Teodoro Sampaio,Nordeste
BA,Teofilândia,Nordeste
BA,Teolândia,Nordeste
BA,Terra Nova,Nordeste
BA,Tremedal,Nordeste
BA,Tucano,Nordeste
BA,Uauá,Nordeste
BA,Ubaíra,Nordeste
BA,Ubaitaba,Nordeste
BA,Ubatã,Nordeste
BA,Uibaí,Nordeste
BA,Umburanas,Nordeste
BA,Una,Nordeste
BA,Urandi,Nordeste
BA,Uruçuca,Nordeste
BA,Utinga,Nordeste
BA,Valença,Nordeste
BA,Valente,Nordeste
BA,Várzea da Roça,Nordeste
BA,Várzea do Poço,Nordeste
BA,Várzea Nova,Nordeste
BA,Varzedo,Nordeste
BA,Vera Cruz,Nordeste
BA,Vereda,Nordeste
BA,Vitória da Conquista,Nordeste
BA,Wagner,Nordeste
BA,Wanderley,Nordeste
BA,Wenceslau Guimarães,Nordeste
BA,Xique-xique,Nordeste
MG,Abadia Dos Dourados,Sudeste
MG,Abaeté,Sudeste
MG,Abre Campo,Sudeste
MG,Acaiaca,Sudeste
MG,Açucena,Sudeste
MG,Água Boa,Sudeste
MG,Água Comprida,Sudeste
MG,Aguanil,Sudeste
MG,Águas Formosas,Sudeste
MG,Águas Vermelhas,Sudeste
MG,Aimorés,Sudeste
MG,Aiuruoca,Sudeste
MG,Alagoa,Sudeste
MG,Albertina,Sudeste
MG,Além Paraíba,Sudeste
MG,Alfenas,Sudeste
MG,Alfredo Vasconcelos,Sudeste
MG,Almenara,Sudeste
MG,Alpercata,Sudeste
MG,Alpinópolis,Sudeste
MG,Alterosa,Sudeste
MG,Alto Caparaó,Sudeste
MG,Alto Rio Doce,Sudeste
MG,Alvarenga,Sudeste
MG,Alvinópolis,Sudeste
MG,Alvorada de Minas,Sudeste
MG,Amparo do Serra,Sudeste
MG,Andradas,Sudeste
MG,Cachoeira de Pajeú,Sudeste
MG,Andrelândia,Sudeste
MG,Angelândia,Sudeste
MG,Antônio Carlos,Sudeste
MG,Antônio Dias,Sudeste
MG,Antônio Prado de Minas,Sudeste
MG,Araçaí,Sudeste
MG,Aracitaba,Sudeste
MG,Araçuaí,Sudeste
MG,Araguari,Sudeste
MG,Arantina,Sudeste
MG,Araponga,Sudeste
MG,Araporã,Sudeste
MG,Arapuá,Sudeste
MG,Araújos,Sudeste
MG,Araxá,Sudeste
MG,Arceburgo,Sudeste
MG,Arcos,Sudeste
MG,Areado,Sudeste
MG,Argirita,Sudeste
MG,Aricanduva,Sudeste
MG,Arinos,Sudeste
MG,Astolfo Dutra,Sudeste
MG,Ataléia,Sudeste
MG,Augusto de Lima,Sudeste
MG,Baependi,Sudeste
MG,Baldim,Sudeste
MG,Bambuí,Sudeste
MG,Bandeira,Sudeste
MG,Bandeira do Sul,Sudeste
MG,Barão de Cocais,Sudeste
MG,Barão de Monte Alto,Sudeste
MG,Barbacena,Sudeste
MG,Barra Longa,Sudeste
MG,Barroso,Sudeste
MG,Bela Vista de Minas,Sudeste
MG,Belmiro Braga,Sudeste
MG,Belo Horizonte,Sudeste
MG,Belo Oriente,Sudeste
MG,Belo Vale,Sudeste
MG,Berilo,Sudeste
MG,Bertópolis,Sudeste
MG,Berizal,Sudeste
MG,Betim,Sudeste
MG,Bias Fortes,Sudeste
MG,Bicas,Sudeste
MG,Biquinhas,Sudeste
MG,Boa Esperança,Sudeste
MG,Bocaina de Minas,Sudeste
MG,Bocaiúva,Sudeste
MG,Bom Despacho,Sudeste
MG,Bom Jardim de Minas,Sudeste
MG,Bom Jesus da Penha,Sudeste
MG,Bom Jesus do Amparo,Sudeste
MG,Bom Jesus do Galho,Sudeste
MG,Bom Repouso,Sudeste
MG,Bom Sucesso,Sudeste
MG,Bonfim,Sudeste
MG,Bonfinópolis de Minas,Sudeste
MG,Bonito de Minas,Sudeste
MG,Borda da Mata,Sudeste
MG,Botelhos,Sudeste
MG,Botumirim,Sudeste
MG,Brasilândia de Minas,Sudeste
MG,Brasília de Minas,Sudeste
MG,Brás Pires,Sudeste
MG,Braúnas,Sudeste
MG,Brasópolis,Sudeste
MG,Brumadinho,Sudeste
MG,Bueno Brandão,Sudeste
MG,Buenópolis,Sudeste
MG,Bugre,Sudeste
MG,Buritis,Sudeste
MG,Buritizeiro,Sudeste
MG,Cabeceira Grande,Sudeste
MG,Cabo Verde,Sudeste
MG,Cachoeira da Prata,Sudeste
MG,Cachoeira de Minas,Sudeste
MG,Cachoeira Dourada,Sudeste
MG,Caetanópolis,Sudeste
MG,Caeté,Sudeste
MG,Caiana,Sudeste
MG,Cajuri,Sudeste
MG,Caldas,Sudeste
MG,Camacho,Sudeste
MG,Camanducaia,Sudeste
MG,Cambuí,Sudeste
MG,Cambuquira,Sudeste
MG,Campanário,Sudeste
MG,Campanha,Sudeste
MG,Campestre,Sudeste
MG,Campina Verde,Sudeste
MG,Campo Azul,Sudeste
MG,Campo Belo,Sudeste
MG,Campo do Meio,Sudeste
MG,Campo Florido,Sudeste
MG,Campos Altos,Sudeste
MG,Campos Gerais,Sudeste
MG,Canaã,Sudeste
MG,Canápolis,Sudeste
MG,Cana Verde,Sudeste
MG,Candeias,Sudeste
MG,Cantagalo,Sudeste
MG,Caparaó,Sudeste
MG,Capela Nova,Sudeste
MG,Capelinha,Sudeste
MG,Capetinga,Sudeste
MG,Capim Branco,Sudeste
MG,Capinópolis,Sudeste
MG,Capitão Andrade,Sudeste
MG,Capitão Enéas,Sudeste
MG,Capitólio,Sudeste
MG,Caputira,Sudeste
MG,Caraí,Sudeste
MG,Caranaíba,Sudeste
MG,Carandaí,Sudeste
MG,Carangola,Sudeste
MG,Caratinga,Sudeste
MG,Carbonita,Sudeste
MG,Careaçu,Sudeste
MG,Carlos Chagas,Sudeste
MG,Carmésia,Sudeste
MG,Carmo da Cachoeira,Sudeste
MG,Carmo da Mata,Sudeste
MG,Carmo de Minas,Sudeste
MG,Carmo do Cajuru,Sudeste
MG,Carmo do Paranaíba,Sudeste
MG,Carmo do Rio Claro,Sudeste
MG,Carmópolis de Minas,Sudeste
MG,Carneirinho,Sudeste
MG,Carrancas,Sudeste
MG,Carvalhópolis,Sudeste
MG,Carvalhos,Sudeste
MG,Casa Grande,Sudeste
MG,Cascalho Rico,Sudeste
MG,Cássia,Sudeste
MG,Conceição da Barra de Minas,Sudeste
MG,Cataguases,Sudeste
MG,Catas Altas,Sudeste
MG,Catas Altas da Noruega,Sudeste
MG,Catuji,Sudeste
MG,Catuti,Sudeste
MG,Caxambu,Sudeste
MG,Cedro do Abaeté,Sudeste
MG,Central de Minas,Sudeste
MG,Centralina,Sudeste
MG,Chácara,Sudeste
MG,Chalé,Sudeste
MG,Chapada do Norte,Sudeste
MG,Chapada Gaúcha,Sudeste
MG,Chiador,Sudeste
MG,Cipotânea,Sudeste
MG,Claraval,Sudeste
MG,Claro Dos Poções,Sudeste
MG,Cláudio,Sudeste
MG,Coimbra,Sudeste
MG,Coluna,Sudeste
MG,Comendador Gomes,Sudeste
MG,Comercinho,Sudeste
MG,Conceição da Aparecida,Sudeste
MG,Conceição Das Pedras,Sudeste
MG,Conceição Das Alagoas,Sudeste
MG,Conceição de Ipanema,Sudeste
MG,Conceição do Mato Dentro,Sudeste
MG,Conceição do Pará,Sudeste
MG,Conceição do Rio Verde,Sudeste
MG,Conceição Dos Ouros,Sudeste
MG,Cônego Marinho,Sudeste
MG,Confins,Sudeste
MG,Congonhal,Sudeste
MG,Congonhas,Sudeste
MG,Congonhas do Norte,Sudeste
MG,Conquista,Sudeste
MG,Conselheiro Lafaiete,Sudeste
MG,Conselheiro Pena,Sudeste
MG,Consolação,Sudeste
MG,Contagem,Sudeste
MG,Coqueiral,Sudeste
MG,Coração de Jesus,Sudeste
MG,Cordisburgo,Sudeste
MG,Cordislândia,Sudeste
MG,Corinto,Sudeste
MG,Coroaci,Sudeste
MG,Coromandel,Sudeste
MG,Coronel Fabriciano,Sudeste
MG,Coronel Murta,Sudeste
MG,Coronel Pacheco,Sudeste
MG,Coronel Xavier Chaves,Sudeste
MG,Córrego Danta,Sudeste
MG,Córrego do Bom Jesus,Sudeste
MG,Córrego Fundo,Sudeste
MG,Córrego Novo,Sudeste
MG,Couto de Magalhães de Minas,Sudeste
MG,Crisólita,Sudeste
MG,Cristais,Sudeste
MG,Cristália,Sudeste
MG,Cristiano Otoni,Sudeste
MG,Cristina,Sudeste
MG,Crucilândia,Sudeste
MG,Cruzeiro da Fortaleza,Sudeste
MG,Cruzília,Sudeste
MG,Cuparaque,Sudeste
MG,Curral de Dentro,Sudeste
MG,Curvelo,Sudeste
MG,Datas,Sudeste
MG,Delfim Moreira,Sudeste
MG,Delfinópolis,Sudeste
MG,Delta,Sudeste
MG,Descoberto,Sudeste
MG,Desterro de Entre Rios,Sudeste
MG,Desterro do Melo,Sudeste
MG,Diamantina,Sudeste
MG,Diogo de Vasconcelos,Sudeste
MG,Dionísio,Sudeste
MG,Divinésia,Sudeste
MG,Divino,Sudeste
MG,Divino Das Laranjeiras,Sudeste
MG,Divinolândia de Minas,Sudeste
MG,Divinópolis,Sudeste
MG,Divisa Alegre,Sudeste
MG,Divisa Nova,Sudeste
MG,Divisópolis,Sudeste
MG,Dom Bosco,Sudeste
MG,Dom Cavati,Sudeste
MG,Dom Joaquim,Sudeste
MG,Dom Silvério,Sudeste
MG,Dom Viçoso,Sudeste
MG,Dona Eusébia,Sudeste
MG,Dores de Campos,Sudeste
MG,Dores de Guanhães,Sudeste
MG,Dores do Indaiá,Sudeste
MG,Dores do Turvo,Sudeste
MG,Doresópolis,Sudeste
MG,Douradoquara,Sudeste
MG,Durandé,Sudeste
MG,Elói Mendes,Sudeste
MG,Engenheiro Caldas,Sudeste
MG,Engenheiro Navarro,Sudeste
MG,Entre Folhas,Sudeste
MG,Entre Rios de Minas,Sudeste
MG,Ervália,Sudeste
MG,Esmeraldas,Sudeste
MG,Espera Feliz,Sudeste
MG,Espinosa,Sudeste
MG,Espírito Santo do Dourado,Sudeste
MG,Estiva,Sudeste
MG,Estrela Dalva,Sudeste
MG,Estrela do Indaiá,Sudeste
MG,Estrela do Sul,Sudeste
MG,Eugenópolis,Sudeste
MG,Ewbank da Câmara,Sudeste
MG,Extrema,Sudeste
MG,Fama,Sudeste
MG,Faria Lemos,Sudeste
MG,Felício Dos Santos,Sudeste
MG,São Gonçalo do Rio Preto,Sudeste
MG,Felisburgo,Sudeste
MG,Felixlândia,Sudeste
MG,Fernandes Tourinho,Sudeste
MG,Ferros,Sudeste
MG,Fervedouro,Sudeste
MG,Florestal,Sudeste
MG,Formiga,Sudeste
MG,Formoso,Sudeste
MG,Fortaleza de Minas,Sudeste
MG,Fortuna de Minas,Sudeste
MG,Francisco Badaró,Sudeste
MG,Francisco Dumont,Sudeste
MG,Francisco sá,Sudeste
MG,Franciscópolis,Sudeste
MG,Frei Gaspar,Sudeste
MG,Frei Inocêncio,Sudeste
MG,Frei Lagonegro,Sudeste
MG,Fronteira,Sudeste
MG,Fronteira Dos Vales,Sudeste
MG,Fruta de Leite,Sudeste
MG,Frutal,Sudeste
MG,Funilândia,Sudeste
MG,Galiléia,Sudeste
